Date,Model,Region,Units_Sold,Price_Per_Unit,Revenue,Expenses,Profit
2024-01-05,iPhone 14,East,19,70000,1330000,837203.8486802445,492796.1513197555
2024-01-05,iPhone 13,East,3,80000,240000,155567.42614914634,84432.57385085366
2024-01-06,iPhone 14,East,2,80000,160000,115259.74714197578,44740.25285802422
2024-01-06,iPhone 14,West,9,70000,630000,485726.90237822983,144273.09762177017
2024-01-06,iPhone 13,North,18,120000,2160000,1809522.8206842956,350477.1793157044
2024-01-06,iPhone 14,North,13,90000,1170000,774509.8645296311,395490.1354703689
2024-01-06,iPhone 13,East,15,120000,1800000,1233893.612379593,566106.3876204069
2024-01-06,iPhone 13,East,15,120000,1800000,1393646.5492192972,406353.45078070275
2024-01-07,iPhone 15,North,8,120000,960000,801464.0694950849,158535.93050491507
2024-01-07,iPhone 15,North,9,70000,630000,527075.0695809808,102924.93041901919
2024-01-07,iPhone 15 Pro,East,11,90000,990000,759082.879338514,230917.12066148606
2024-01-08,iPhone 15 Pro,South,2,70000,140000,91734.93551332723,48265.06448667277
2024-01-08,iPhone 13,West,9,80000,720000,453275.42589269736,266724.57410730264
2024-01-08,iPhone 14,North,18,80000,1440000,1146210.0943847573,293789.90561524266
2024-01-08,iPhone 13,North,11,90000,990000,676829.5899711748,313170.41002882516
2024-01-08,iPhone 13,East,10,80000,800000,597867.6755901095,202132.32440989045
2024-01-08,iPhone 15 Pro,North,17,70000,1190000,825614.978498148,364385.02150185197
2024-01-09,iPhone 14,East,12,90000,1080000,914937.2698267834,165062.73017321655
2024-01-09,iPhone 14,South,12,80000,960000,592755.9123565347,367244.08764346526
2024-01-09,iPhone 14,East,7,120000,840000,542568.9231441959,297431.0768558041
2024-01-09,iPhone 13,West,1,70000,70000,44544.90003417019,25455.09996582981
2024-01-09,iPhone 13,North,6,120000,720000,494738.39728860796,225261.60271139204
2024-01-09,iPhone 14,West,17,90000,1530000,1164230.725329297,365769.2746707031
2024-01-10,iPhone 13,West,12,80000,960000,779214.0981095667,180785.90189043328
2024-01-10,iPhone 13,East,5,80000,400000,282553.42977211997,117446.57022788003
2024-01-10,iPhone 15,East,7,90000,630000,503153.71958671807,126846.28041328193
2024-01-10,iPhone 13,East,19,120000,2280000,1832377.7722884086,447622.2277115914
2024-01-10,iPhone 15,North,1,80000,80000,57848.45378797189,22151.546212028108
2024-01-10,iPhone 14,East,4,90000,360000,282413.1543730965,77586.84562690352
2024-01-10,iPhone 14,West,14,90000,1260000,1020555.2710708694,239444.7289291306
2024-01-10,iPhone 13,South,16,80000,1280000,1080154.2375832836,199845.76241671643
2024-01-11,iPhone 14,South,8,90000,720000,514538.77886629204,205461.22113370796
2024-01-11,iPhone 14,East,18,90000,1620000,1044404.3964579472,575595.6035420528
2024-01-11,iPhone 15 Pro,North,8,80000,640000,437995.95120586763,202004.04879413237
2024-01-11,iPhone 14,North,14,90000,1260000,781939.1461599227,478060.8538400773
2024-01-11,iPhone 15 Pro,East,5,120000,600000,455077.9351325314,144922.0648674686
2024-01-11,iPhone 14,East,15,120000,1800000,1178107.4243393722,621892.5756606278
2024-01-11,iPhone 14,South,5,90000,450000,297716.7823456479,152283.21765435208
2024-01-11,iPhone 14,North,4,70000,280000,205452.0448938149,74547.95510618511
2024-01-12,iPhone 14,West,18,120000,2160000,1644670.07559409,515329.9244059101
2024-01-12,iPhone 15 Pro,North,14,120000,1680000,1294306.267847215,385693.73215278494
2024-01-12,iPhone 13,North,5,80000,400000,319759.93494897883,80240.06505102117
2024-01-12,iPhone 15,West,11,90000,990000,723782.9329472007,266217.0670527993
2024-01-12,iPhone 14,North,6,90000,540000,410769.0286114911,129230.97138850891
2024-01-12,iPhone 15,East,17,120000,2040000,1431575.5040410345,608424.4959589655
2024-01-12,iPhone 14,West,17,70000,1190000,919625.2005117834,270374.79948821664
2024-01-13,iPhone 14,North,16,90000,1440000,1049843.9152568986,390156.0847431014
2024-01-13,iPhone 13,South,7,120000,840000,595906.9965921286,244093.00340787135
2024-01-13,iPhone 15,West,2,70000,140000,113768.2738361741,26231.726163825893
2024-01-13,iPhone 15,North,2,120000,240000,186491.75627835217,53508.24372164783
2024-01-13,iPhone 13,North,19,120000,2280000,1894419.3714536487,385580.62854635133
2024-01-13,iPhone 14,East,12,80000,960000,679361.6571557892,280638.3428442108
2024-01-13,iPhone 15 Pro,West,4,120000,480000,373819.76814461255,106180.23185538745
2024-01-13,iPhone 15 Pro,North,9,120000,1080000,781322.9679692301,298677.03203076986
2024-01-13,iPhone 13,East,15,120000,1800000,1128362.1317859066,671637.8682140934
2024-01-14,iPhone 15,East,4,70000,280000,208881.3425907492,71118.6574092508
2024-01-14,iPhone 15,North,17,90000,1530000,1165391.4226138392,364608.57738616085
2024-01-14,iPhone 13,South,15,70000,1050000,808331.6823544322,241668.31764556782
2024-01-14,iPhone 15,North,15,80000,1200000,792096.83054756,407903.16945244
2024-01-14,iPhone 15 Pro,East,16,120000,1920000,1413908.9367956703,506091.0632043297
2024-01-14,iPhone 15 Pro,North,14,90000,1260000,868449.2688514936,391550.7311485064
2024-01-15,iPhone 15,East,9,70000,630000,466883.7339400212,163116.2660599788
2024-01-15,iPhone 13,North,19,80000,1520000,953286.5360705137,566713.4639294863
2024-01-15,iPhone 15 Pro,North,11,70000,770000,638751.9163467238,131248.0836532762
2024-01-15,iPhone 15,West,15,120000,1800000,1318376.2260639002,481623.77393609984
2024-01-15,iPhone 15,South,11,70000,770000,465091.3233659219,304908.6766340781
2024-01-15,iPhone 15 Pro,North,5,90000,450000,315437.30069890554,134562.69930109446
2024-01-15,iPhone 15,North,15,80000,1200000,761688.1112226637,438311.88877733634
2024-01-15,iPhone 15,West,8,70000,560000,388139.31746450096,171860.68253549904
2024-01-15,iPhone 14,East,2,70000,140000,118169.50601529639,21830.493984703615
2024-01-15,iPhone 13,South,11,90000,990000,785397.579294259,204602.42070574104
2024-01-16,iPhone 13,West,11,70000,770000,579134.5341634962,190865.46583650378
2024-01-16,iPhone 15,South,13,70000,910000,709729.3831003181,200270.61689968186
2024-01-16,iPhone 14,West,6,70000,420000,301148.5702139353,118851.42978606472
2024-01-16,iPhone 15 Pro,North,12,120000,1440000,982774.8075032909,457225.19249670906
2024-01-16,iPhone 13,East,4,80000,320000,201615.3233156431,118384.6766843569
2024-01-16,iPhone 13,West,7,80000,560000,429764.4130395895,130235.58696041052
2024-01-16,iPhone 14,East,19,80000,1520000,1198989.8818559817,321010.11814401834
2024-01-16,iPhone 14,North,4,70000,280000,212940.95092726688,67059.04907273312
2024-01-17,iPhone 15,North,2,70000,140000,113705.79474076109,26294.20525923891
2024-01-17,iPhone 15,South,8,90000,720000,501807.7959704777,218192.2040295223
2024-01-17,iPhone 15,West,12,120000,1440000,1193123.2954838984,246876.70451610163
2024-01-17,iPhone 15,North,8,70000,560000,337781.8194365889,222218.1805634111
2024-01-17,iPhone 13,North,1,80000,80000,50894.65866676145,29105.341333238553
2024-01-17,iPhone 13,South,10,120000,1200000,1001201.86893741,198798.13106259005
2024-01-17,iPhone 13,North,6,80000,480000,349001.65152163635,130998.34847836365
2024-01-17,iPhone 15 Pro,North,13,120000,1560000,1184158.0420094316,375841.95799056836
2024-01-18,iPhone 15 Pro,West,9,90000,810000,587111.317486452,222888.68251354794
2024-01-18,iPhone 14,North,11,90000,990000,666471.1816384341,323528.81836156594
2024-01-18,iPhone 15,West,12,120000,1440000,957371.695620298,482628.30437970196
2024-01-18,iPhone 15 Pro,South,5,120000,600000,405086.5662081033,194913.43379189668
2024-01-19,iPhone 13,North,2,70000,140000,94232.15984753029,45767.84015246971
2024-01-19,iPhone 15,South,9,90000,810000,607311.9808428863,202688.01915711374
2024-01-19,iPhone 15 Pro,North,6,120000,720000,445132.77550433186,274867.22449566814
2024-01-19,iPhone 15,West,19,90000,1710000,1188409.4681342917,521590.5318657083
2024-01-19,iPhone 15 Pro,North,17,120000,2040000,1272640.642027994,767359.3579720061
2024-01-19,iPhone 15,South,12,120000,1440000,1119516.2222189594,320483.77778104064
2024-01-19,iPhone 15,North,4,70000,280000,187410.35993878965,92589.64006121035
2024-01-20,iPhone 15,North,10,120000,1200000,933362.1482202067,266637.8517797933
2024-01-20,iPhone 15 Pro,East,4,90000,360000,221432.92591635516,138567.07408364484
2024-01-20,iPhone 15 Pro,West,10,80000,800000,550892.3240591773,249107.6759408227
2024-01-20,iPhone 15 Pro,North,6,80000,480000,293413.08075424033,186586.91924575967
2024-01-20,iPhone 14,West,5,90000,450000,331481.4428135118,118518.55718648818
2024-01-20,iPhone 15,West,8,90000,720000,566114.4308091992,153885.56919080077
2024-01-20,iPhone 15,East,2,90000,180000,131868.48095889314,48131.51904110686
2024-01-21,iPhone 15 Pro,East,9,70000,630000,467048.16271562333,162951.83728437667
2024-01-21,iPhone 15,North,15,70000,1050000,656064.5034029109,393935.4965970891
2024-01-21,iPhone 15,North,5,70000,350000,248422.63024973095,101577.36975026905
2024-01-21,iPhone 14,East,8,70000,560000,361831.67938381963,198168.32061618037
2024-01-21,iPhone 13,North,8,70000,560000,451937.5268599661,108062.4731400339
2024-01-21,iPhone 15 Pro,East,5,70000,350000,259343.39006808426,90656.60993191574
2024-01-21,iPhone 15 Pro,West,16,90000,1440000,1032801.4747831621,407198.5252168379
2024-01-21,iPhone 15 Pro,South,9,90000,810000,576950.7869130267,233049.2130869733
2024-01-21,iPhone 14,East,17,90000,1530000,1083069.5159070636,446930.4840929364
2024-01-21,iPhone 14,South,4,70000,280000,222219.2174940211,57780.78250597889
2024-01-22,iPhone 14,East,3,70000,210000,138928.95050899126,71071.04949100874
2024-01-22,iPhone 15,South,18,90000,1620000,1256210.6827646918,363789.31723530823
2024-01-22,iPhone 15 Pro,North,1,120000,120000,100393.74283771648,19606.257162283524
2024-01-22,iPhone 15 Pro,South,18,90000,1620000,1322638.5195542106,297361.4804457894
2024-01-22,iPhone 15 Pro,West,2,70000,140000,96422.12441276475,43577.87558723525
2024-01-22,iPhone 14,East,2,80000,160000,98633.5096865721,61366.4903134279
2024-01-22,iPhone 13,South,5,80000,400000,303852.5046191665,96147.49538083351
2024-01-22,iPhone 14,South,7,80000,560000,460875.7877885847,99124.21221141529
2024-01-22,iPhone 15,North,4,70000,280000,206842.60633226464,73157.39366773536
2024-01-22,iPhone 14,East,8,120000,960000,732541.5642656506,227458.43573434942
2024-01-23,iPhone 14,North,8,80000,640000,395740.54235900415,244259.45764099585
2024-01-23,iPhone 15,West,9,90000,810000,687161.4504446613,122838.54955533869
2024-01-23,iPhone 15 Pro,South,6,70000,420000,292051.02130564576,127948.97869435424
2024-01-23,iPhone 14,East,11,90000,990000,635735.4821940612,354264.51780593884
2024-01-24,iPhone 14,East,19,120000,2280000,1802318.8181668948,477681.18183310516
2024-01-24,iPhone 13,South,3,90000,270000,187776.34327582875,82223.65672417125
2024-01-24,iPhone 13,South,18,80000,1440000,929870.418029353,510129.581970647
2024-01-25,iPhone 15 Pro,West,11,70000,770000,477109.7917098795,292890.2082901205
2024-01-25,iPhone 15 Pro,East,7,80000,560000,420078.07184848806,139921.92815151194
2024-01-25,iPhone 14,South,16,90000,1440000,874312.5352716923,565687.4647283077
2024-01-25,iPhone 15 Pro,West,2,80000,160000,116460.605443329,43539.394556671
2024-01-25,iPhone 13,East,1,70000,70000,50542.72923152791,19457.270768472088
2024-01-25,iPhone 13,East,14,120000,1680000,1417706.0092990433,262293.99070095667
2024-01-25,iPhone 15,West,1,70000,70000,42760.69698816501,27239.303011834993
2024-01-25,iPhone 14,North,7,80000,560000,368656.0698035597,191343.9301964403
2024-01-25,iPhone 15,North,7,80000,560000,382760.10063572315,177239.89936427685
2024-01-26,iPhone 15 Pro,East,16,80000,1280000,952704.7155603063,327295.28443969367
2024-01-26,iPhone 13,West,8,120000,960000,597157.1146205518,362842.8853794482
2024-01-26,iPhone 13,North,7,120000,840000,544680.3478787077,295319.6521212923
2024-01-26,iPhone 15,South,7,120000,840000,528720.8218073517,311279.17819264834
2024-01-26,iPhone 15,East,13,120000,1560000,1244292.0189368487,315707.98106315127
2024-01-26,iPhone 14,West,11,70000,770000,586658.8594803204,183341.14051967964
2024-01-26,iPhone 13,West,18,70000,1260000,894493.382696736,365506.617303264
2024-01-26,iPhone 15 Pro,North,7,80000,560000,339505.0870732421,220494.91292675788
2024-01-27,iPhone 15 Pro,West,17,70000,1190000,927814.424976837,262185.575023163
2024-01-27,iPhone 14,South,6,120000,720000,515135.6026200305,204864.39737996948
2024-01-27,iPhone 14,West,14,90000,1260000,953635.760050143,306364.239949857
2024-01-27,iPhone 14,South,14,80000,1120000,798888.5553302871,321111.4446697129
2024-01-27,iPhone 15 Pro,North,19,70000,1330000,1048055.6034954487,281944.3965045513
2024-01-27,iPhone 15,West,8,120000,960000,815718.2542834196,144281.74571658042
2024-01-27,iPhone 15 Pro,East,11,70000,770000,462774.8661793894,307225.1338206106
2024-01-27,iPhone 13,North,16,80000,1280000,782632.5167239272,497367.4832760728
2024-01-28,iPhone 14,East,14,70000,980000,619823.7424431951,360176.2575568049
2024-01-28,iPhone 13,East,3,80000,240000,150254.59193308663,89745.40806691337
2024-01-28,iPhone 15 Pro,West,5,80000,400000,313855.70406335563,86144.29593664437
2024-01-28,iPhone 13,East,8,80000,640000,431789.4374102615,208210.56258973852
2024-01-28,iPhone 15 Pro,South,16,80000,1280000,884816.2093137698,395183.7906862302
2024-01-28,iPhone 14,West,8,90000,720000,582200.9923225973,137799.0076774027
2024-01-28,iPhone 14,South,15,80000,1200000,982333.3164618479,217666.68353815214
2024-01-28,iPhone 15 Pro,East,15,90000,1350000,864374.5930002186,485625.4069997814
2024-01-29,iPhone 15,South,14,90000,1260000,804140.875983656,455859.12401634397
2024-01-29,iPhone 14,North,16,90000,1440000,1058190.549391248,381809.45060875197
2024-01-29,iPhone 15 Pro,North,12,80000,960000,663843.2140416362,296156.7859583638
2024-01-29,iPhone 13,West,12,80000,960000,813065.5997129094,146934.40028709057
2024-01-30,iPhone 15,South,5,120000,600000,493355.40661998023,106644.59338001977
2024-01-30,iPhone 15,West,6,120000,720000,605017.4222201147,114982.57777988527
2024-01-30,iPhone 14,East,15,80000,1200000,934200.8125570533,265799.1874429467
2024-01-30,iPhone 15 Pro,South,15,90000,1350000,862437.4951286807,487562.5048713193
2024-01-30,iPhone 15,East,17,90000,1530000,1039286.4611323529,490713.53886764706
2024-01-30,iPhone 15,North,16,70000,1120000,712390.3679526456,407609.63204735436
2024-01-30,iPhone 13,West,17,70000,1190000,884579.5944304636,305420.4055695364
2024-01-30,iPhone 15,South,1,70000,70000,54669.43779103655,15330.562208963449
2024-01-31,iPhone 13,South,1,80000,80000,56639.75184850315,23360.248151496853
2024-01-31,iPhone 15 Pro,North,19,90000,1710000,1162704.7910684047,547295.2089315953
2024-01-31,iPhone 15,North,10,80000,800000,660317.1252419726,139682.87475802738
2024-01-31,iPhone 13,North,19,120000,2280000,1819774.6812191338,460225.3187808662
2024-01-31,iPhone 13,West,19,90000,1710000,1346691.187172329,363308.81282767095
2024-02-01,iPhone 13,South,17,120000,2040000,1534018.6183755128,505981.3816244872
2024-02-01,iPhone 15,East,17,90000,1530000,1053644.863624493,476355.1363755071
2024-02-01,iPhone 14,North,1,80000,80000,58998.42141039325,21001.578589606746
2024-02-01,iPhone 13,West,12,70000,840000,596675.3336015766,243324.66639842337
2024-02-01,iPhone 15 Pro,East,1,90000,90000,75045.20133143036,14954.798668569638
2024-02-01,iPhone 15 Pro,North,8,120000,960000,612494.3346667278,347505.6653332722
2024-02-01,iPhone 15,South,13,80000,1040000,649139.3262478132,390860.6737521868
2024-02-01,iPhone 15 Pro,East,17,120000,2040000,1662778.6707523637,377221.32924763625
2024-02-01,iPhone 15 Pro,North,5,90000,450000,352497.89939241443,97502.10060758557
2024-02-02,iPhone 15 Pro,North,12,90000,1080000,767922.949524375,312077.050475625
2024-02-02,iPhone 13,North,2,120000,240000,182160.10823933763,57839.89176066237
2024-02-02,iPhone 14,North,2,80000,160000,101183.42920039938,58816.570799600624
2024-02-02,iPhone 15,East,4,120000,480000,339299.2646393184,140700.7353606816
2024-02-02,iPhone 13,South,12,80000,960000,699595.7768869934,260404.22311300656
2024-02-03,iPhone 14,North,10,70000,700000,468138.4373991365,231861.56260086352
2024-02-03,iPhone 14,West,17,70000,1190000,953061.3614165923,236938.63858340774
2024-02-03,iPhone 14,South,18,90000,1620000,1302149.2090785648,317850.7909214352
2024-02-03,iPhone 13,North,16,80000,1280000,910203.208524178,369796.791475822
2024-02-03,iPhone 15,South,11,70000,770000,529915.1567836868,240084.84321631317
2024-02-03,iPhone 14,South,16,80000,1280000,769802.6490820424,510197.3509179576
2024-02-03,iPhone 13,North,9,80000,720000,562296.786896649,157703.21310335095
2024-02-03,iPhone 15,East,5,120000,600000,493393.50331079337,106606.49668920663
2024-02-04,iPhone 15 Pro,South,14,90000,1260000,859061.1449760852,400938.85502391483
2024-02-04,iPhone 15 Pro,East,11,70000,770000,508207.3956120988,261792.6043879012
2024-02-04,iPhone 13,East,1,80000,80000,49274.466533774365,30725.533466225635
2024-02-04,iPhone 14,West,2,90000,180000,133660.77491006104,46339.22508993896
2024-02-04,iPhone 13,North,15,70000,1050000,862820.1565486658,187179.84345133416
2024-02-04,iPhone 14,West,7,80000,560000,475087.69303887495,84912.30696112505
2024-02-04,iPhone 13,East,10,120000,1200000,792366.937532819,407633.062467181
2024-02-05,iPhone 15,South,15,80000,1200000,974913.9133741182,225086.08662588184
2024-02-05,iPhone 13,West,15,120000,1800000,1450554.10401168,349445.89598832
2024-02-05,iPhone 15,North,19,90000,1710000,1320338.9605450882,389661.03945491184
2024-02-05,iPhone 13,South,5,90000,450000,297860.636078393,152139.36392160697
2024-02-05,iPhone 14,South,1,80000,80000,54298.80611362499,25701.19388637501
2024-02-05,iPhone 14,East,5,120000,600000,400331.2274012272,199668.77259877278
